Unnamed: 0,Date,State,Confirmed,Deceased,Recovered,State_Name
0,-9223372036854775808,AN,0,0,0,Andaman and Nicobar Islands
1,-9223372036854775808,AP,67,0,1,Andhra Pradesh
2,-9223372036854775808,AR,0,0,0,Arunachal Pradesh
3,-9223372036854775808,AS,15,0,0,Assam
4,-9223372036854775808,BR,3,0,0,Bihar
5,-9223372036854775808,CH,2,0,0,Chandigarh
6,-9223372036854775808,CT,0,0,0,Chhattisgarh
7,-9223372036854775808,DD,0,0,0,Daman and Diu
8,-9223372036854775808,DL,32,0,0,Delhi
9,-9223372036854775808,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
10,-9223372036854775808,GA,0,0,0,Goa
11,-9223372036854775808,GJ,13,0,0,Gujarat
12,-9223372036854775808,HP,0,0,0,Himachal Pradesh
13,-9223372036854775808,HR,0,0,10,Haryana
14,-9223372036854775808,JH,0,0,0,Jharkhand
15,-9223372036854775808,JK,7,0,1,Jammu and Kashmir
16,-9223372036854775808,KA,9,0,1,Karnataka
17,-9223372036854775808,KL,24,0,2,Kerala
18,-9223372036854775808,LA,0,0,0,Ladakh
19,-9223372036854775808,LD,0,0,0,Lakshadweep
20,-9223372036854775808,MH,33,3,0,Maharashtra
21,-9223372036854775808,ML,0,0,0,Meghalaya
22,-9223372036854775808,MN,0,0,0,Manipur
23,-9223372036854775808,MP,32,1,0,Madhya Pradesh
24,-9223372036854775808,MZ,0,0,0,Mizoram
25,-9223372036854775808,NL,0,0,0,Nagaland
26,-9223372036854775808,OR,1,0,1,Odisha
27,-9223372036854775808,PB,4,0,0,Punjab
28,-9223372036854775808,PY,2,0,0,Puducherry
29,-9223372036854775808,RJ,27,0,0,Rajasthan
30,-9223372036854775808,SK,0,0,0,Sikkim
31,-9223372036854775808,TG,30,3,0,Telangana
32,-9223372036854775808,TN,110,0,0,Tamil Nadu
33,-9223372036854775808,TR,0,0,0,Tripura
34,-9223372036854775808,TT,424,9,16,Total
35,-9223372036854775808,UN,0,0,0,State Unassigned
36,-9223372036854775808,UP,13,2,0,Uttar Pradesh
37,-9223372036854775808,UT,0,0,0,Uttarakhand
38,-9223372036854775808,WB,0,0,0,West Bengal
39,-9223372036854775808,AN,88,2,12,Andaman and Nicobar Islands
40,-9223372036854775808,AP,9276,58,12750,Andhra Pradesh
41,-9223372036854775808,AR,83,0,51,Arunachal Pradesh
42,-9223372036854775808,AS,1457,3,1085,Assam
43,-9223372036854775808,BR,3521,14,1823,Bihar
44,-9223372036854775808,CH,28,3,16,Chandigarh
45,-9223372036854775808,CT,235,1,380,Chhattisgarh
46,-9223372036854775808,DD,0,0,0,Daman and Diu
47,-9223372036854775808,DL,1118,26,1201,Delhi
48,-9223372036854775808,DN,45,0,30,Dadra and Nagar Haveli and Daman and Diu
49,-9223372036854775808,GA,280,3,227,Goa
50,-9223372036854775808,GJ,1136,24,875,Gujarat
51,-9223372036854775808,HP,70,0,43,Himachal Pradesh
52,-9223372036854775808,HR,793,7,853,Haryana
53,-9223372036854775808,JH,790,8,170,Jharkhand
54,-9223372036854775808,JK,613,11,654,Jammu and Kashmir
55,-9223372036854775808,KA,5172,98,3860,Karnataka
56,-9223372036854775808,KL,1129,8,752,Kerala
57,-9223372036854775808,LA,58,0,13,Ladakh
58,-9223372036854775808,LD,0,0,0,Lakshadweep
59,-9223372036854775808,MH,9601,322,10725,Maharashtra
60,-9223372036854775808,ML,33,0,37,Meghalaya
61,-9223372036854775808,MN,135,1,10,Manipur
62,-9223372036854775808,MP,808,9,698,Madhya Pradesh
63,-9223372036854775808,MZ,5,0,6,Mizoram
64,-9223372036854775808,NL,138,0,5,Nagaland
65,-9223372036854775808,OR,1602,11,756,Odisha
66,-9223372036854775808,PB,944,19,341,Punjab
67,-9223372036854775808,PY,134,2,98,Puducherry
68,-9223372036854775808,RJ,1160,14,823,Rajasthan
69,-9223372036854775808,SK,11,0,38,Sikkim
70,-9223372036854775808,TG,2083,11,1114,Telangana
71,-9223372036854775808,TN,5879,99,7010,Tamil Nadu
72,-9223372036854775808,TR,252,2,136,Tripura
73,-9223372036854775808,TT,55117,854,51368,Total
74,-9223372036854775808,UN,0,0,0,State Unassigned
75,-9223372036854775808,UP,3587,47,2471,Uttar Pradesh
76,-9223372036854775808,UT,264,3,162,Uttarakhand
77,-9223372036854775808,WB,2589,48,2143,West Bengal
78,-9223372036854775808,AN,3,0,5,Andaman and Nicobar Islands
79,-9223372036854775808,AP,657,6,477,Andhra Pradesh
80,-9223372036854775808,AR,4,0,4,Arunachal Pradesh
81,-9223372036854775808,AS,548,0,184,Assam
82,-9223372036854775808,BR,216,5,267,Bihar
83,-9223372036854775808,CH,6,0,3,Chandigarh
84,-9223372036854775808,CT,82,1,53,Chhattisgarh
85,-9223372036854775808,DD,0,0,0,Daman and Diu
86,-9223372036854775808,DL,2442,61,1644,Delhi
87,-9223372036854775808,DN,16,0,27,Dadra and Nagar Haveli and Daman and Diu
88,-9223372036854775808,GA,72,1,74,Goa
89,-9223372036854775808,GJ,675,21,368,Gujarat
90,-9223372036854775808,HP,26,0,42,Himachal Pradesh
91,-9223372036854775808,HR,393,4,527,Haryana
92,-9223372036854775808,JH,35,0,47,Jharkhand
93,-9223372036854775808,JK,198,4,134,Jammu and Kashmir
94,-9223372036854775808,KA,1272,7,145,Karnataka
95,-9223372036854775808,KL,151,1,132,Kerala
96,-9223372036854775808,LA,17,0,46,Ladakh
97,-9223372036854775808,LD,0,0,0,Lakshadweep
98,-9223372036854775808,MH,5537,198,2243,Maharashtra
99,-9223372036854775808,ML,2,0,0,Meghalaya
100,-9223372036854775808,MN,26,0,26,Manipur
101,-9223372036854775808,MP,268,9,260,Madhya Pradesh
102,-9223372036854775808,MZ,0,0,1,Mizoram
103,-9223372036854775808,NL,42,0,14,Nagaland
104,-9223372036854775808,OR,251,1,164,Odisha
105,-9223372036854775808,PB,100,5,122,Punjab
106,-9223372036854775808,PY,25,0,29,Puducherry
107,-9223372036854775808,RJ,304,8,354,Rajasthan
108,-9223372036854775808,SK,1,0,2,Sikkim
109,-9223372036854775808,TG,1018,7,788,Telangana
110,-9223372036854775808,TN,3882,63,2852,Tamil Nadu
111,-9223372036854775808,TR,8,0,1,Tripura
112,-9223372036854775808,TT,19429,438,12064,Total
113,-9223372036854775808,UN,-89,0,0,State Unassigned
114,-9223372036854775808,UP,564,21,545,Uttar Pradesh
115,-9223372036854775808,UT,66,0,86,Uttarakhand
116,-9223372036854775808,WB,611,15,398,West Bengal
117,-9223372036854775808,AN,0,0,0,Andaman and Nicobar Islands
118,-9223372036854775808,AP,105,2,34,Andhra Pradesh
119,-9223372036854775808,AR,18,0,0,Arunachal Pradesh
120,-9223372036854775808,AS,146,0,99,Assam
121,-9223372036854775808,BR,138,0,221,Bihar
122,-9223372036854775808,CH,4,0,15,Chandigarh
123,-9223372036854775808,CT,49,0,7,Chhattisgarh
124,-9223372036854775808,DD,0,0,0,Daman and Diu
125,-9223372036854775808,DL,990,50,268,Delhi
126,-9223372036854775808,DN,1,0,0,Dadra and Nagar Haveli and Daman and Diu
127,-9223372036854775808,GA,2,0,6,Goa
128,-9223372036854775808,GJ,423,25,861,Gujarat
129,-9223372036854775808,HP,9,0,2,Himachal Pradesh
130,-9223372036854775808,HR,265,1,7,Haryana
131,-9223372036854775808,JH,26,0,40,Jharkhand
132,-9223372036854775808,JK,155,3,19,Jammu and Kashmir
133,-9223372036854775808,KA,187,1,100,Karnataka
134,-9223372036854775808,KL,57,1,18,Kerala
135,-9223372036854775808,LA,0,0,0,Ladakh
136,-9223372036854775808,LD,0,0,0,Lakshadweep
137,-9223372036854775808,MH,2358,76,779,Maharashtra
138,-9223372036854775808,ML,1,0,0,Meghalaya
139,-9223372036854775808,MN,12,0,0,Manipur
140,-9223372036854775808,MP,194,8,161,Madhya Pradesh
141,-9223372036854775808,MZ,0,0,0,Mizoram
142,-9223372036854775808,NL,0,0,0,Nagaland
143,-9223372036854775808,OR,156,0,119,Odisha
144,-9223372036854775808,PB,38,-1,13,Punjab
145,-9223372036854775808,PY,9,0,0,Puducherry
146,-9223372036854775808,RJ,269,5,181,Rajasthan
147,-9223372036854775808,SK,0,0,0,Sikkim
148,-9223372036854775808,TG,94,6,63,Telangana
149,-9223372036854775808,TN,1162,11,413,Tamil Nadu
150,-9223372036854775808,TR,107,0,0,Tripura
151,-9223372036854775808,TT,7723,201,3882,Total
152,-9223372036854775808,UN,139,0,0,State Unassigned
153,-9223372036854775808,UP,286,5,187,Uttar Pradesh
154,-9223372036854775808,UT,52,0,120,Uttarakhand
155,-9223372036854775808,WB,271,8,149,West Bengal
156,-9223372036854775808,AN,0,0,0,Andaman and Nicobar Islands
157,-9223372036854775808,AP,60,2,82,Andhra Pradesh
158,-9223372036854775808,AR,0,0,0,Arunachal Pradesh
159,-9223372036854775808,AS,0,0,4,Assam
160,-9223372036854775808,BR,41,1,14,Bihar
161,-9223372036854775808,CH,14,0,0,Chandigarh
162,-9223372036854775808,CT,3,0,0,Chhattisgarh
163,-9223372036854775808,DD,0,0,0,Daman and Diu
164,-9223372036854775808,DL,223,2,73,Delhi
165,-9223372036854775808,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
166,-9223372036854775808,GA,0,0,0,Goa
167,-9223372036854775808,GJ,326,22,123,Gujarat
168,-9223372036854775808,HP,0,0,2,Himachal Pradesh
169,-9223372036854775808,HR,18,0,6,Haryana
170,-9223372036854775808,JH,3,0,2,Jharkhand
171,-9223372036854775808,JK,25,0,31,Jammu and Kashmir
172,-9223372036854775808,KA,24,0,22,Karnataka
173,-9223372036854775808,KL,0,0,9,Kerala
174,-9223372036854775808,LA,0,0,0,Ladakh
175,-9223372036854775808,LD,0,0,0,Lakshadweep
176,-9223372036854775808,MH,1008,26,106,Maharashtra
177,-9223372036854775808,ML,0,0,10,Meghalaya
178,-9223372036854775808,MN,0,0,0,Manipur
179,-9223372036854775808,MP,90,8,42,Madhya Pradesh
180,-9223372036854775808,MZ,0,0,0,Mizoram
181,-9223372036854775808,NL,0,0,0,Nagaland
182,-9223372036854775808,OR,11,0,14,Odisha
183,-9223372036854775808,PB,105,0,4,Punjab
184,-9223372036854775808,PY,0,0,0,Puducherry
185,-9223372036854775808,RJ,82,4,223,Rajasthan
186,-9223372036854775808,SK,0,0,0,Sikkim
187,-9223372036854775808,TG,6,0,22,Telangana
188,-9223372036854775808,TN,203,1,54,Tamil Nadu
189,-9223372036854775808,TR,0,0,0,Tripura
190,-9223372036854775808,TT,2396,77,962,Total
191,-9223372036854775808,UN,0,0,0,State Unassigned
192,-9223372036854775808,UP,117,2,103,Uttar Pradesh
193,-9223372036854775808,UT,0,1,1,Uttarakhand
194,-9223372036854775808,WB,37,8,15,West Bengal
195,-9223372036854775808,AN,0,0,0,Andaman and Nicobar Islands
196,-9223372036854775808,AP,38,0,0,Andhra Pradesh
197,-9223372036854775808,AR,1,0,0,Arunachal Pradesh
198,-9223372036854775808,AS,0,0,0,Assam
199,-9223372036854775808,BR,5,0,3,Bihar
200,-9223372036854775808,CH,1,0,0,Chandigarh
201,-9223372036854775808,CT,0,0,1,Chhattisgarh
202,-9223372036854775808,DD,0,0,0,Daman and Diu
203,-9223372036854775808,DL,141,2,2,Delhi
204,-9223372036854775808,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
205,-9223372036854775808,GA,0,0,0,Goa
206,-9223372036854775808,GJ,1,1,5,Gujarat
207,-9223372036854775808,HP,3,0,0,Himachal Pradesh
208,-9223372036854775808,HR,6,0,0,Haryana
209,-9223372036854775808,JH,1,0,0,Jharkhand
210,-9223372036854775808,JK,8,0,1,Jammu and Kashmir
211,-9223372036854775808,KA,14,0,2,Karnataka
212,-9223372036854775808,KL,21,0,2,Kerala
213,-9223372036854775808,LA,0,0,0,Ladakh
214,-9223372036854775808,LD,0,0,0,Lakshadweep
215,-9223372036854775808,MH,88,8,3,Maharashtra
216,-9223372036854775808,ML,0,0,0,Meghalaya
217,-9223372036854775808,MN,1,0,0,Manipur
218,-9223372036854775808,MP,9,2,0,Madhya Pradesh
219,-9223372036854775808,MZ,0,0,0,Mizoram
220,-9223372036854775808,NL,0,0,0,Nagaland
221,-9223372036854775808,OR,0,0,0,Odisha
222,-9223372036854775808,PB,1,1,0,Punjab
223,-9223372036854775808,PY,2,0,0,Puducherry
224,-9223372036854775808,RJ,13,0,0,Rajasthan
225,-9223372036854775808,SK,0,0,0,Sikkim
226,-9223372036854775808,TG,27,0,3,Telangana
227,-9223372036854775808,TN,75,0,0,Tamil Nadu
228,-9223372036854775808,TR,0,0,0,Tripura
229,-9223372036854775808,TT,486,14,22,Total
230,-9223372036854775808,UN,0,0,0,State Unassigned
231,-9223372036854775808,UP,11,0,0,Uttar Pradesh
232,-9223372036854775808,UT,3,0,0,Uttarakhand
233,-9223372036854775808,WB,16,0,0,West Bengal
234,-9223372036854775808,AN,98,1,16,Andaman and Nicobar Islands
235,-9223372036854775808,AP,8555,67,6272,Andhra Pradesh
236,-9223372036854775808,AR,24,0,27,Arunachal Pradesh
237,-9223372036854775808,AS,1178,4,942,Assam
238,-9223372036854775808,BR,2762,10,1164,Bihar
239,-9223372036854775808,CH,38,1,15,Chandigarh
240,-9223372036854775808,CT,181,3,381,Chhattisgarh
241,-9223372036854775808,DD,0,0,0,Daman and Diu
242,-9223372036854775808,DL,961,15,1186,Delhi
243,-9223372036854775808,DN,55,0,49,Dadra and Nagar Haveli and Daman and Diu
244,-9223372036854775808,GA,337,5,230,Goa
245,-9223372036854775808,GJ,1101,22,805,Gujarat
246,-9223372036854775808,HP,69,0,57,Himachal Pradesh
247,-9223372036854775808,HR,761,5,610,Haryana
248,-9223372036854775808,JH,455,4,169,Jharkhand
249,-9223372036854775808,JK,444,8,256,Jammu and Kashmir
250,-9223372036854775808,KA,5532,84,4077,Karnataka
251,-9223372036854775808,KL,1169,1,688,Kerala
252,-9223372036854775808,LA,4,0,0,Ladakh
253,-9223372036854775808,LD,0,0,0,Lakshadweep
254,-9223372036854775808,MH,9509,260,9926,Maharashtra
255,-9223372036854775808,ML,18,0,12,Meghalaya
256,-9223372036854775808,MN,75,1,38,Manipur
257,-9223372036854775808,MP,921,10,581,Madhya Pradesh
258,-9223372036854775808,MZ,57,0,5,Mizoram
259,-9223372036854775808,NL,104,0,8,Nagaland
260,-9223372036854775808,OR,1434,11,681,Odisha
261,-9223372036854775808,PB,790,18,391,Punjab
262,-9223372036854775808,PY,200,1,111,Puducherry
263,-9223372036854775808,RJ,1167,12,548,Rajasthan
264,-9223372036854775808,SK,8,0,20,Sikkim
265,-9223372036854775808,TG,1891,10,1088,Telangana
266,-9223372036854775808,TN,5875,98,5517,Tamil Nadu
267,-9223372036854775808,TR,141,4,142,Tripura
268,-9223372036854775808,TT,52672,760,40355,Total
269,-9223372036854775808,UN,0,0,0,State Unassigned
270,-9223372036854775808,UP,3873,53,2023,Uttar Pradesh
271,-9223372036854775808,UT,146,3,107,Uttarakhand
272,-9223372036854775808,WB,2739,49,2213,West Bengal
273,-9223372036854775808,AN,9,0,1,Andaman and Nicobar Islands
274,-9223372036854775808,AP,845,5,325,Andhra Pradesh
275,-9223372036854775808,AR,37,0,5,Arunachal Pradesh
276,-9223372036854775808,AS,479,2,275,Assam
277,-9223372036854775808,BR,478,5,183,Bihar
278,-9223372036854775808,CH,4,0,22,Chandigarh
279,-9223372036854775808,CT,73,0,59,Chhattisgarh
280,-9223372036854775808,DD,0,0,0,Daman and Diu
281,-9223372036854775808,DL,2373,61,3015,Delhi
282,-9223372036854775808,DN,25,0,3,Dadra and Nagar Haveli and Daman and Diu
283,-9223372036854775808,GA,95,0,64,Goa
284,-9223372036854775808,GJ,681,19,563,Gujarat
285,-9223372036854775808,HP,35,0,15,Himachal Pradesh
286,-9223372036854775808,HR,568,11,520,Haryana
287,-9223372036854775808,JH,60,0,57,Jharkhand
288,-9223372036854775808,JK,154,10,118,Jammu and Kashmir
289,-9223372036854775808,KA,1502,19,271,Karnataka
290,-9223372036854775808,KL,160,0,202,Kerala
291,-9223372036854775808,LA,1,0,35,Ladakh
292,-9223372036854775808,LD,0,0,0,Lakshadweep
293,-9223372036854775808,MH,6328,125,8018,Maharashtra
294,-9223372036854775808,ML,3,0,1,Meghalaya
295,-9223372036854775808,MN,19,0,37,Manipur
296,-9223372036854775808,MP,245,8,160,Madhya Pradesh
297,-9223372036854775808,MZ,2,0,3,Mizoram
298,-9223372036854775808,NL,34,0,15,Nagaland
299,-9223372036854775808,OR,229,2,149,Odisha
300,-9223372036854775808,PB,116,3,155,Punjab
301,-9223372036854775808,PY,63,0,30,Puducherry
302,-9223372036854775808,RJ,350,9,374,Rajasthan
303,-9223372036854775808,SK,12,0,0,Sikkim
304,-9223372036854775808,TG,1213,8,987,Telangana
305,-9223372036854775808,TN,4343,57,3095,Tamil Nadu
306,-9223372036854775808,TR,39,0,53,Tripura
307,-9223372036854775808,TT,21947,378,19999,Total
308,-9223372036854775808,UN,-83,0,0,State Unassigned
309,-9223372036854775808,UP,769,17,592,Uttar Pradesh
310,-9223372036854775808,UT,37,1,88,Uttarakhand
311,-9223372036854775808,WB,649,16,509,West Bengal
312,-9223372036854775808,AN,0,0,0,Andaman and Nicobar Islands
313,-9223372036854775808,AP,115,0,40,Andhra Pradesh
314,-9223372036854775808,AR,2,0,0,Arunachal Pradesh
315,-9223372036854775808,AS,74,0,53,Assam
316,-9223372036854775808,BR,151,1,62,Bihar
317,-9223372036854775808,CH,4,1,0,Chandigarh
318,-9223372036854775808,CT,15,1,9,Chhattisgarh
319,-9223372036854775808,DD,0,0,0,Daman and Diu
320,-9223372036854775808,DL,1298,33,497,Delhi
321,-9223372036854775808,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
322,-9223372036854775808,GA,6,0,7,Goa
323,-9223372036854775808,GJ,415,29,1114,Gujarat
324,-9223372036854775808,HP,5,0,18,Himachal Pradesh
325,-9223372036854775808,HR,296,2,14,Haryana
326,-9223372036854775808,JH,61,0,0,Jharkhand
327,-9223372036854775808,JK,117,2,7,Jammu and Kashmir
328,-9223372036854775808,KA,388,0,75,Karnataka
329,-9223372036854775808,KL,86,1,19,Kerala
330,-9223372036854775808,LA,4,1,0,Ladakh
331,-9223372036854775808,LD,0,0,0,Lakshadweep
332,-9223372036854775808,MH,2287,103,1225,Maharashtra
333,-9223372036854775808,ML,2,0,0,Meghalaya
334,-9223372036854775808,MN,6,0,3,Manipur
335,-9223372036854775808,MP,137,6,218,Madhya Pradesh
336,-9223372036854775808,MZ,12,0,0,Mizoram
337,-9223372036854775808,NL,6,0,0,Nagaland
338,-9223372036854775808,OR,141,0,80,Odisha
339,-9223372036854775808,PB,41,2,17,Punjab
340,-9223372036854775808,PY,0,0,0,Puducherry
341,-9223372036854775808,RJ,273,4,222,Rajasthan
342,-9223372036854775808,SK,0,0,0,Sikkim
343,-9223372036854775808,TG,99,4,35,Telangana
344,-9223372036854775808,TN,1091,13,536,Tamil Nadu
345,-9223372036854775808,TR,48,0,0,Tripura
346,-9223372036854775808,TT,8812,222,4531,Total
347,-9223372036854775808,UN,784,0,0,State Unassigned
348,-9223372036854775808,UP,368,7,146,Uttar Pradesh
349,-9223372036854775808,UT,84,2,30,Uttarakhand
350,-9223372036854775808,WB,396,10,104,West Bengal
351,-9223372036854775808,AN,0,0,10,Andaman and Nicobar Islands
352,-9223372036854775808,AP,62,0,38,Andhra Pradesh
353,-9223372036854775808,AR,0,0,0,Arunachal Pradesh
354,-9223372036854775808,AS,0,0,0,Assam
355,-9223372036854775808,BR,15,1,19,Bihar
356,-9223372036854775808,CH,6,0,1,Chandigarh
357,-9223372036854775808,CT,0,0,0,Chhattisgarh
358,-9223372036854775808,DD,0,0,0,Daman and Diu
359,-9223372036854775808,DL,384,3,89,Delhi
360,-9223372036854775808,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
361,-9223372036854775808,GA,0,0,0,Goa
362,-9223372036854775808,GJ,333,26,160,Gujarat
363,-9223372036854775808,HP,0,0,3,Himachal Pradesh
364,-9223372036854775808,HR,19,1,1,Haryana
365,-9223372036854775808,JH,2,0,1,Jharkhand
366,-9223372036854775808,JK,27,0,7,Jammu and Kashmir
367,-9223372036854775808,KA,12,3,20,Karnataka
368,-9223372036854775808,KL,2,0,8,Kerala
369,-9223372036854775808,LA,1,0,0,Ladakh
370,-9223372036854775808,LD,0,0,0,Lakshadweep
371,-9223372036854775808,MH,790,36,121,Maharashtra
372,-9223372036854775808,ML,0,0,0,Meghalaya
373,-9223372036854775808,MN,0,0,0,Manipur
374,-9223372036854775808,MP,73,6,100,Madhya Pradesh
375,-9223372036854775808,MZ,0,0,0,Mizoram
376,-9223372036854775808,NL,0,0,0,Nagaland
377,-9223372036854775808,OR,6,0,1,Odisha
378,-9223372036854775808,PB,187,0,4,Punjab
379,-9223372036854775808,PY,1,0,0,Puducherry
380,-9223372036854775808,RJ,106,6,126,Rajasthan
381,-9223372036854775808,SK,0,0,0,Sikkim
382,-9223372036854775808,TG,17,1,35,Telangana
383,-9223372036854775808,TN,231,1,29,Tamil Nadu
384,-9223372036854775808,TR,2,0,0,Tripura
385,-9223372036854775808,TT,2564,92,831,Total
386,-9223372036854775808,UN,0,0,0,State Unassigned
387,-9223372036854775808,UP,159,1,44,Uttar Pradesh
388,-9223372036854775808,UT,2,0,2,Uttarakhand
389,-9223372036854775808,WB,127,7,12,West Bengal
390,-9223372036854775808,AN,0,0,0,Andaman and Nicobar Islands
391,-9223372036854775808,AP,15,1,0,Andhra Pradesh
392,-9223372036854775808,AR,0,0,0,Arunachal Pradesh
393,-9223372036854775808,AS,7,0,0,Assam
394,-9223372036854775808,BR,2,0,0,Bihar
395,-9223372036854775808,CH,0,0,0,Chandigarh
396,-9223372036854775808,CT,0,0,0,Chhattisgarh
397,-9223372036854775808,DD,0,0,0,Daman and Diu
398,-9223372036854775808,DL,93,2,0,Delhi
399,-9223372036854775808,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
400,-9223372036854775808,GA,1,0,0,Goa
401,-9223372036854775808,GJ,7,2,0,Gujarat
402,-9223372036854775808,HP,0,1,0,Himachal Pradesh
403,-9223372036854775808,HR,9,0,0,Haryana
404,-9223372036854775808,JH,0,0,0,Jharkhand
405,-9223372036854775808,JK,5,0,0,Jammu and Kashmir
406,-9223372036854775808,KA,4,1,0,Karnataka
407,-9223372036854775808,KL,9,0,14,Kerala
408,-9223372036854775808,LA,1,0,0,Ladakh
409,-9223372036854775808,LD,0,0,0,Lakshadweep
410,-9223372036854775808,MH,64,5,8,Maharashtra
411,-9223372036854775808,ML,0,0,0,Meghalaya
412,-9223372036854775808,MN,0,0,0,Manipur
413,-9223372036854775808,MP,47,0,0,Madhya Pradesh
414,-9223372036854775808,MZ,0,0,0,Mizoram
415,-9223372036854775808,NL,0,0,0,Nagaland
416,-9223372036854775808,OR,15,0,1,Odisha
417,-9223372036854775808,PB,6,0,0,Punjab
418,-9223372036854775808,PY,0,0,0,Puducherry
419,-9223372036854775808,RJ,46,0,0,Rajasthan
420,-9223372036854775808,SK,0,0,0,Sikkim
421,-9223372036854775808,TG,75,2,15,Telangana
422,-9223372036854775808,TN,102,0,0,Tamil Nadu
423,-9223372036854775808,TR,0,0,0,Tripura
424,-9223372036854775808,TT,560,14,38,Total
425,-9223372036854775808,UN,0,0,0,State Unassigned
426,-9223372036854775808,UP,46,0,0,Uttar Pradesh
427,-9223372036854775808,UT,6,0,0,Uttarakhand
428,-9223372036854775808,WB,0,0,0,West Bengal
429,-9223372036854775808,AN,96,2,21,Andaman and Nicobar Islands
430,-9223372036854775808,AP,7822,63,5786,Andhra Pradesh
431,-9223372036854775808,AR,60,0,67,Arunachal Pradesh
432,-9223372036854775808,AS,2371,4,1044,Assam
433,-9223372036854775808,BR,2297,14,1871,Bihar
434,-9223372036854775808,CH,43,0,8,Chandigarh
435,-9223372036854775808,CT,212,3,265,Chhattisgarh
436,-9223372036854775808,DD,0,0,0,Daman and Diu
437,-9223372036854775808,DL,805,17,937,Delhi
438,-9223372036854775808,DN,35,0,62,Dadra and Nagar Haveli and Daman and Diu
439,-9223372036854775808,GA,286,3,208,Goa
440,-9223372036854775808,GJ,1009,22,974,Gujarat
441,-9223372036854775808,HP,115,0,99,Himachal Pradesh
442,-9223372036854775808,HR,654,7,780,Haryana
443,-9223372036854775808,JH,941,7,112,Jharkhand
444,-9223372036854775808,JK,590,11,905,Jammu and Kashmir
445,-9223372036854775808,KA,4752,98,4775,Karnataka
446,-9223372036854775808,KL,961,2,815,Kerala
447,-9223372036854775808,LA,19,0,1,Ladakh
448,-9223372036854775808,LD,0,0,0,Lakshadweep
449,-9223372036854775808,MH,8968,266,10221,Maharashtra
450,-9223372036854775808,ML,28,0,0,Meghalaya
451,-9223372036854775808,MN,89,0,29,Manipur
452,-9223372036854775808,MP,750,14,549,Madhya Pradesh
453,-9223372036854775808,MZ,26,0,8,Mizoram
454,-9223372036854775808,NL,194,0,9,Nagaland
455,-9223372036854775808,OR,1384,12,1119,Odisha
456,-9223372036854775808,PB,674,19,416,Punjab
457,-9223372036854775808,PY,176,4,102,Puducherry
458,-9223372036854775808,RJ,1145,13,835,Rajasthan
459,-9223372036854775808,SK,30,0,8,Sikkim
460,-9223372036854775808,TG,983,11,1019,Telangana
461,-9223372036854775808,TN,5609,109,5800,Tamil Nadu
462,-9223372036854775808,TR,0,0,0,Tripura
463,-9223372036854775808,TT,50488,806,43070,Total
464,-9223372036854775808,UN,0,0,0,State Unassigned
465,-9223372036854775808,UP,4441,48,2036,Uttar Pradesh
466,-9223372036854775808,UT,207,4,101,Uttarakhand
467,-9223372036854775808,WB,2716,53,2088,West Bengal
468,-9223372036854775808,AN,7,0,3,Andaman and Nicobar Islands
469,-9223372036854775808,AP,837,8,319,Andhra Pradesh
470,-9223372036854775808,AR,20,0,4,Arunachal Pradesh
471,-9223372036854775808,AS,365,0,221,Assam
472,-9223372036854775808,BR,426,6,217,Bihar
473,-9223372036854775808,CH,4,0,4,Chandigarh
474,-9223372036854775808,CT,52,0,52,Chhattisgarh
475,-9223372036854775808,DD,0,0,0,Daman and Diu
476,-9223372036854775808,DL,2520,59,2617,Delhi
477,-9223372036854775808,DN,50,0,21,Dadra and Nagar Haveli and Daman and Diu
478,-9223372036854775808,GA,94,0,38,Goa
479,-9223372036854775808,GJ,687,18,340,Gujarat
480,-9223372036854775808,HP,19,0,39,Himachal Pradesh
481,-9223372036854775808,HR,494,4,672,Haryana
482,-9223372036854775808,JH,112,0,13,Jharkhand
483,-9223372036854775808,JK,170,4,101,Jammu and Kashmir
484,-9223372036854775808,KA,1694,21,471,Karnataka
485,-9223372036854775808,KL,211,0,201,Kerala
486,-9223372036854775808,LA,11,0,47,Ladakh
487,-9223372036854775808,LD,0,0,0,Lakshadweep
488,-9223372036854775808,MH,6364,198,3515,Maharashtra
489,-9223372036854775808,ML,4,0,0,Meghalaya
490,-9223372036854775808,MN,37,0,23,Manipur
491,-9223372036854775808,MP,191,4,234,Madhya Pradesh
492,-9223372036854775808,MZ,0,0,1,Mizoram
493,-9223372036854775808,NL,4,0,31,Nagaland
494,-9223372036854775808,OR,561,2,203,Odisha
495,-9223372036854775808,PB,153,5,122,Punjab
496,-9223372036854775808,PY,22,1,53,Puducherry
497,-9223372036854775808,RJ,390,10,333,Rajasthan
498,-9223372036854775808,SK,1,0,0,Sikkim
499,-9223372036854775808,TG,1892,8,1126,Telangana
500,-9223372036854775808,TN,4329,64,2357,Tamil Nadu
501,-9223372036854775808,TR,93,0,53,Tripura
502,-9223372036854775808,TT,22718,444,14417,Total
503,-9223372036854775808,UN,-801,0,0,State Unassigned
504,-9223372036854775808,UP,972,14,376,Uttar Pradesh
